location,month,pLocalTransmissionAve,pLocalTransmissionMin,pLocalTransmissionMax,localcases
Beirut,6/1/2014 0:00,0.07,0,0.19,0
Cali,6/1/2014 0:00,0.07,0,0.3,0
Belo Horizonte,6/1/2014 0:00,0.07,0,0.57,0
Grand Rapids,6/1/2014 0:00,0.07,0,0.37,0
Monterrey,6/1/2014 0:00,0.07,0,0.27,0
Recife,6/1/2014 0:00,0.07,0,0.19,0
Sharm el-Sheikh,6/1/2014 0:00,0.07,0.01,0.16,0
Bangkok,7/1/2014 0:00,0.07,0.01,0.17,0
Akron,8/1/2014 0:00,0.07,0,0.24,0
Chania,8/1/2014 0:00,0.07,0.01,0.17,0
Jackson,8/1/2014 0:00,0.07,0.01,0.16,0
Manaus,8/1/2014 0:00,0.07,0.01,0.18,0
Strasbourg,8/1/2014 0:00,0.07,0,0.61,0
Tel Aviv,8/1/2014 0:00,0.07,0,0.17,0
Quebec City,8/1/2014 0:00,0.07,0,0.71,0
Antalya,9/1/2014 0:00,0.07,0,0.32,0
Bejaia,9/1/2014 0:00,0.07,0,0.23,0
Kos,9/1/2014 0:00,0.07,0,0.2,0
Savannah,9/1/2014 0:00,0.07,0,0.23,0
Calvi,10/1/2014 0:00,0.07,0,0.5,0
Recife,10/1/2014 0:00,0.07,0,0.17,0
Toulon,10/1/2014 0:00,0.07,0,0.55,0
Bangkok,11/1/2014 0:00,0.07,0,0.19,0
Fortaleza,11/1/2014 0:00,0.07,0.01,0.16,0
Fortaleza,12/1/2014 0:00,0.07,0.01,0.17,0
Houston,12/1/2014 0:00,0.07,0,0.54,0
Mauritius,12/1/2014 0:00,0.07,0,0.17,0
Dubai,2/1/2015 0:00,0.07,0,0.29,0
Dubai,3/1/2015 0:00,0.07,0,0.2,0
Porto Alegre,3/1/2015 0:00,0.07,0,0.29,0
Reunion,3/1/2015 0:00,0.07,0.01,0.18,0
Saba,3/1/2015 0:00,0.07,0,0.19,0
Atlanta,4/1/2015 0:00,0.07,0,0.56,0
Rio de Janeiro,5/1/2015 0:00,0.07,0,0.43,0
Los Angeles,5/1/2015 0:00,0.07,0,0.64,0
Bonaire,12/1/2013 0:00,0.08,0.01,0.19,0
Buenos Aires,1/1/2014 0:00,0.08,0,0.27,0
Georgetown,2/1/2014 0:00,0.08,0,0.24,0
"San Jose, CR",2/1/2014 0:00,0.08,0,0.19,0
Dallas,4/1/2014 0:00,0.08,0,0.47,0
"Distrito Federal, BR",5/1/2014 0:00,0.08,0,0.28,0
Chicago,5/1/2014 0:00,0.08,0,0.88,0
Philadelphia,5/1/2014 0:00,0.08,0,0.89,0
Toulouse,5/1/2014 0:00,0.08,0,0.84,0
Bejaia,6/1/2014 0:00,0.08,0,0.32,0
Denver,6/1/2014 0:00,0.08,0,0.82,0
Dusseldorf,6/1/2014 0:00,0.08,0,0.73,0
Mauritius,6/1/2014 0:00,0.08,0,0.24,0
Venice,6/1/2014 0:00,0.08,0,0.66,0
Odessa,7/1/2014 0:00,0.08,0.01,0.19,0
Monterrey,7/1/2014 0:00,0.08,0,0.43,0
Athens,8/1/2014 0:00,0.08,0.01,0.19,0
Bilbao,8/1/2014 0:00,0.08,0,0.45,0
Dubai,8/1/2014 0:00,0.08,0,0.21,0
Goiania,8/1/2014 0:00,0.08,0,0.21,0
Lamezia Terme,8/1/2014 0:00,0.08,0.01,0.18,0
Zakinthos,8/1/2014 0:00,0.08,0.01,0.19,0
Alicante,9/1/2014 0:00,0.08,0,0.31,0
Greensboro,9/1/2014 0:00,0.08,0,0.31,0
Tokyo,9/1/2014 0:00,0.08,0,0.31,0
Lisbon,9/1/2014 0:00,0.08,0,0.34,0
Lyon,9/1/2014 0:00,0.08,0,0.66,0
Tunis,9/1/2014 0:00,0.08,0,0.27,0
Dzaoudzi,10/1/2014 0:00,0.08,0,0.19,0
Fortaleza,10/1/2014 0:00,0.08,0.01,0.19,0
Istanbul,10/1/2014 0:00,0.08,0,0.69,0
Lima,10/1/2014 0:00,0.08,0,0.63,0
Nice,10/1/2014 0:00,0.08,0,0.61,0
"San Antonio, US",10/1/2014 0:00,0.08,0,0.39,0
St. Eustatius,11/1/2014 0:00,0.08,0.01,0.19,0
London,11/1/2014 0:00,0.08,0,0.37,0
Manila,11/1/2014 0:00,0.08,0.01,0.18,0
Porto Alegre,11/1/2014 0:00,0.08,0,0.43,0
Manaus,12/1/2014 0:00,0.08,0.01,0.18,0
Reunion,12/1/2014 0:00,0.08,0.01,0.21,0
Houston,2/1/2015 0:00,0.08,0,0.69,0
Manaus,3/1/2015 0:00,0.08,0.01,0.19,0
New Orleans,3/1/2015 0:00,0.08,0,0.64,0
Merida,4/1/2015 0:00,0.08,0.01,0.19,0
Dubai,5/1/2015 0:00,0.08,0,0.19,0
Villahermosa,5/1/2015 0:00,0.08,0.01,0.19,0
Antigua,12/1/2013 0:00,0.09,0.01,0.23,0
Paramaribo,1/1/2014 0:00,0.09,0,0.28,0
Sao Paulo,3/1/2014 0:00,0.09,0,0.38,0
Dubai,3/1/2014 0:00,0.09,0,0.25,0
Houston,3/1/2014 0:00,0.09,0,0.8,0
Bogota,5/1/2014 0:00,0.09,0,0.62,0
Cancun,5/1/2014 0:00,0.09,0.01,0.2,0
Lyon,5/1/2014 0:00,0.09,0,0.84,0
Mexico City,5/1/2014 0:00,0.09,0,0.49,0
Raleigh,5/1/2014 0:00,0.09,0,0.49,0
Nassau,6/1/2014 0:00,0.09,0.01,0.21,0
Brussels,6/1/2014 0:00,0.09,0,0.8,0
Clermont-Ferrand,6/1/2014 0:00,0.09,0,0.62,0
Guayaquil,6/1/2014 0:00,0.09,0,0.5,0
Huntsville,6/1/2014 0:00,0.09,0,0.26,0
Nantes,6/1/2014 0:00,0.09,0,0.75,0
San Diego,6/1/2014 0:00,0.09,0,0.52,0
Savannah,6/1/2014 0:00,0.09,0,0.24,0
Hong Kong,7/1/2014 0:00,0.09,0.01,0.22,0
Annaba,8/1/2014 0:00,0.09,0,0.23,0
Huntsville,8/1/2014 0:00,0.09,0.01,0.22,0
Kiev,8/1/2014 0:00,0.09,0,0.47,0
Santorini,8/1/2014 0:00,0.09,0.01,0.21,0
Perpignan,8/1/2014 0:00,0.09,0,0.33,0
Ottawa,8/1/2014 0:00,0.09,0,0.48,0
Barcelona,9/1/2014 0:00,0.09,0,0.68,0
Manila,9/1/2014 0:00,0.09,0.01,0.21,0
Setif,9/1/2014 0:00,0.09,0,0.25,0
Toulouse,9/1/2014 0:00,0.09,0,0.65,0
Algiers,10/1/2014 0:00,0.09,0,0.36,0
Austin,10/1/2014 0:00,0.09,0,0.43,0
Bordeaux,10/1/2014 0:00,0.09,0,0.7,0
Rome,10/1/2014 0:00,0.09,0,0.58,0
Atlanta,11/1/2014 0:00,0.09,0,0.71,0
Santiago,11/1/2014 0:00,0.09,0,0.76,0
San Francisco,11/1/2014 0:00,0.09,0,0.91,0
Los Angeles,12/1/2014 0:00,0.09,0,0.7,0
Mexico City,12/1/2014 0:00,0.09,0,0.75,0
Guadalajara,1/1/2015 0:00,0.09,0,0.28,0
Manaus,2/1/2015 0:00,0.09,0.01,0.23,0
Mexico City,2/1/2015 0:00,0.09,0,0.77,0
Porto Alegre,2/1/2015 0:00,0.09,0,0.31,0
"Cordoba, AR",3/1/2015 0:00,0.09,0,0.29,0
Dallas,3/1/2015 0:00,0.09,0,0.82,0
St. Eustatius,3/1/2015 0:00,0.09,0,0.23,0
Los Angeles,3/1/2015 0:00,0.09,0,0.86,0
New York,4/1/2015 0:00,0.09,0,0.87,0
Los Angeles,4/1/2015 0:00,0.09,0,0.77,0
New Orleans,4/1/2015 0:00,0.09,0,0.43,0
Bonaire,5/1/2015 0:00,0.09,0.01,0.21,0
Nassau,3/1/2014 0:00,0.1,0,0.35,0
Grenada,3/1/2014 0:00,0.1,0.01,0.24,0
Georgetown,4/1/2014 0:00,0.1,0,0.25,0
Austin,5/1/2014 0:00,0.1,0,0.26,0
Paramaribo,5/1/2014 0:00,0.1,0,0.26,0
St. Louis,5/1/2014 0:00,0.1,0,0.61,0
Malaga,6/1/2014 0:00,0.1,0,0.31,0
Hartford,6/1/2014 0:00,0.1,0,0.67,0
Buffalo,6/1/2014 0:00,0.1,0,0.62,0
Catania,6/1/2014 0:00,0.1,0,0.35,0
Cartagena,6/1/2014 0:00,0.1,0.01,0.23,0
Cumana,6/1/2014 0:00,0.1,0.01,0.25,0
Kos,6/1/2014 0:00,0.1,0,0.26,0
Odessa,6/1/2014 0:00,0.1,0.01,0.22,0
Manaus,6/1/2014 0:00,0.1,0.01,0.26,0
Monastir,6/1/2014 0:00,0.1,0.01,0.24,0
Maturin,6/1/2014 0:00,0.1,0.01,0.25,0
Salt Lake City,6/1/2014 0:00,0.1,0,0.66,0
Amsterdam,7/1/2014 0:00,0.1,0,0.78,0
Goiania,7/1/2014 0:00,0.1,0,0.35,0
Lubbock,7/1/2014 0:00,0.1,0.01,0.22,0
Naples,7/1/2014 0:00,0.1,0,0.26,0
Zakinthos,7/1/2014 0:00,0.1,0.01,0.23,0
Basel,8/1/2014 0:00,0.1,0,0.78,0
Constantine,8/1/2014 0:00,0.1,0,0.25,0
El Paso,8/1/2014 0:00,0.1,0,0.28,0
"Greenville, SC, US",8/1/2014 0:00,0.1,0,0.3,0
Hong Kong,8/1/2014 0:00,0.1,0.01,0.24,0
Krasnodar,8/1/2014 0:00,0.1,0.01,0.24,0
Paphos,8/1/2014 0:00,0.1,0.01,0.23,0
Milan,9/1/2014 0:00,0.1,0,0.9,0
Cleveland,9/1/2014 0:00,0.1,0,0.64,0
Cincinnati,9/1/2014 0:00,0.1,0,0.51,0
Guadalajara,9/1/2014 0:00,0.1,0,0.27,0
Manaus,9/1/2014 0:00,0.1,0.01,0.24,0
Myrtle Beach,9/1/2014 0:00,0.1,0.01,0.24,0
Ajaccio,10/1/2014 0:00,0.1,0,0.65,0
Bastia,10/1/2014 0:00,0.1,0,0.64,0
Paris,11/1/2014 0:00,0.1,0,0.97,0
Bangkok,12/1/2014 0:00,0.1,0,0.24,0
Mumbai,12/1/2014 0:00,0.1,0,0.25,0
Porto Alegre,12/1/2014 0:00,0.1,0,0.38,0
Manaus,1/1/2015 0:00,0.1,0.01,0.25,0
Porto Alegre,1/1/2015 0:00,0.1,0,0.36,0
Montevideo,2/1/2015 0:00,0.1,0,0.29,0
Villahermosa,4/1/2015 0:00,0.1,0.01,0.25,0
Phoenix,5/1/2015 0:00,0.1,0,0.29,0
Merida,5/1/2015 0:00,0.1,0.02,0.23,0
Trinidad & Tobago,12/1/2013 0:00,0.11,0.01,0.27,0
Caracas,1/1/2014 0:00,0.11,0.01,0.27,0
Sao Paulo,4/1/2014 0:00,0.11,0,0.51,0
Charlotte,5/1/2014 0:00,0.11,0,0.64,0
Washington DC,5/1/2014 0:00,0.11,0,0.89,0
"Jacksonville, FL, US",5/1/2014 0:00,0.11,0,0.29,0
"San Antonio, US",5/1/2014 0:00,0.11,0,0.29,0
Barranquilla,6/1/2014 0:00,0.11,0.01,0.27,0
Des Moines,6/1/2014 0:00,0.11,0,0.53,0
Guadalajara,6/1/2014 0:00,0.11,0.01,0.29,0
Rio de Janeiro,6/1/2014 0:00,0.11,0,0.76,0
Tallahassee,6/1/2014 0:00,0.11,0.01,0.25,0
Springdale,6/1/2014 0:00,0.11,0.01,0.28,0
Annaba,7/1/2014 0:00,0.11,0,0.32,0
Bari,7/1/2014 0:00,0.11,0.01,0.26,0
Tokyo,7/1/2014 0:00,0.11,0,0.31,0
Salvador,7/1/2014 0:00,0.11,0,0.54,0
Quebec City,7/1/2014 0:00,0.11,0,0.84,0
Malaga,8/1/2014 0:00,0.11,0.01,0.25,0
Cali,8/1/2014 0:00,0.11,0,0.46,0
Des Moines,8/1/2014 0:00,0.11,0,0.34,0
Geneva,8/1/2014 0:00,0.11,0,0.58,0
Palermo,8/1/2014 0:00,0.11,0.01,0.26,0
Savannah,8/1/2014 0:00,0.11,0.01,0.28,0
Seattle,8/1/2014 0:00,0.11,0,0.72,0
Guayaquil,9/1/2014 0:00,0.11,0,0.54,0
Hong Kong,9/1/2014 0:00,0.11,0,0.28,0
Mexico City,9/1/2014 0:00,0.11,0,0.78,0
Reunion,9/1/2014 0:00,0.11,0,0.39,0
Louisville,9/1/2014 0:00,0.11,0,0.46,0
Rio de Janeiro,10/1/2014 0:00,0.11,0,0.45,0
Merida,11/1/2014 0:00,0.11,0,0.29,0
Recife,12/1/2014 0:00,0.11,0.01,0.26,0
Reunion,1/1/2015 0:00,0.11,0.01,0.26,0
Sao Paulo,1/1/2014 0:00,0.12,0,0.42,0
Sao Paulo,2/1/2014 0:00,0.12,0,0.44,0
Mumbai,3/1/2014 0:00,0.12,0.02,0.26,0
Maracaibo,3/1/2014 0:00,0.12,0.01,0.3,0
Paris,4/1/2014 0:00,0.12,0,1,0
Sao Paulo,5/1/2014 0:00,0.12,0,0.83,0
Managua,5/1/2014 0:00,0.12,0.01,0.28,0
Dayton,6/1/2014 0:00,0.12,0,0.47,0
Greensboro,6/1/2014 0:00,0.12,0,0.36,0
Mexico City,6/1/2014 0:00,0.12,0,0.84,0
Minneapolis,6/1/2014 0:00,0.12,0,0.73,0
San Francisco,6/1/2014 0:00,0.12,0,0.87,0
Athens,7/1/2014 0:00,0.12,0.02,0.26,0
Beirut,7/1/2014 0:00,0.12,0.02,0.28,0
Cali,7/1/2014 0:00,0.12,0,0.52,0
Geneva,7/1/2014 0:00,0.12,0,0.64,0
Kiev,7/1/2014 0:00,0.12,0,0.49,0
Anapa,8/1/2014 0:00,0.12,0.01,0.29,0
Berlin,8/1/2014 0:00,0.12,0,0.73,0
Bari,8/1/2014 0:00,0.12,0.01,0.29,0
Dzaoudzi,8/1/2014 0:00,0.12,0,0.32,0
Lexington,8/1/2014 0:00,0.12,0,0.32,0
Mexico City,8/1/2014 0:00,0.12,0,0.9,0
Monastir,8/1/2014 0:00,0.12,0.02,0.26,0
Syracuse,8/1/2014 0:00,0.12,0,0.53,0
Hartford,9/1/2014 0:00,0.12,0,0.85,0
Las Vegas,9/1/2014 0:00,0.12,0,0.69,0
Bonaire,10/1/2014 0:00,0.12,0.01,0.26,0
Marseille,10/1/2014 0:00,0.12,0,0.78,0
Phoenix,11/1/2014 0:00,0.12,0,0.82,0
Recife,11/1/2014 0:00,0.12,0.01,0.28,0
Manila,12/1/2014 0:00,0.12,0.01,0.27,0
Montevideo,12/1/2014 0:00,0.12,0,0.37,0
Recife,1/1/2015 0:00,0.12,0.01,0.29,0
Fortaleza,2/1/2015 0:00,0.12,0.01,0.28,0
Guadalajara,2/1/2015 0:00,0.12,0,0.36,0
Fortaleza,3/1/2015 0:00,0.12,0.01,0.27,0
Houston,4/1/2014 0:00,0.13,0,0.52,0
Lima,5/1/2014 0:00,0.13,0,0.87,0
San Salvador,5/1/2014 0:00,0.13,0.02,0.29,0
Antalya,6/1/2014 0:00,0.13,0,0.45,0
Wichita,6/1/2014 0:00,0.13,0,0.35,0
Las Vegas,6/1/2014 0:00,0.13,0,0.76,0
Little Rock,6/1/2014 0:00,0.13,0,0.33,0
Milwaukee,6/1/2014 0:00,0.13,0,0.67,0
Porlamar,6/1/2014 0:00,0.13,0.01,0.31,0
Belo Horizonte,7/1/2014 0:00,0.13,0,0.87,0
Krasnodar,7/1/2014 0:00,0.13,0.01,0.32,0
Lourdes,7/1/2014 0:00,0.13,0,0.64,0
Manaus,7/1/2014 0:00,0.13,0.01,0.32,0
Mexico City,7/1/2014 0:00,0.13,0,0.95,0
Paphos,7/1/2014 0:00,0.13,0.01,0.29,0
Seattle,7/1/2014 0:00,0.13,0,0.83,0
Guadalajara,8/1/2014 0:00,0.13,0.01,0.32,0
Knoxville,8/1/2014 0:00,0.13,0,0.35,0
Valencia,8/1/2014 0:00,0.13,0,0.41,0
"Columbus, OH, US",9/1/2014 0:00,0.13,0,0.62,0
Djerba,9/1/2014 0:00,0.13,0.01,0.29,0
Dubai,9/1/2014 0:00,0.13,0.01,0.3,0
Indianapolis,9/1/2014 0:00,0.13,0,0.63,0
Kansas City,9/1/2014 0:00,0.13,0,0.6,0
Montpellier,9/1/2014 0:00,0.13,0,0.68,0
Oklahoma City,9/1/2014 0:00,0.13,0,0.34,0
Norfolk,9/1/2014 0:00,0.13,0,0.53,0
Quito,10/1/2014 0:00,0.13,0,0.58,0
Mexico City,11/1/2014 0:00,0.13,0,0.98,0
Fortaleza,1/1/2015 0:00,0.13,0.01,0.28,0
Montevideo,1/1/2015 0:00,0.13,0,0.34,0
Montevideo,3/1/2015 0:00,0.13,0,0.47,0
Monterrey,4/1/2015 0:00,0.13,0,0.6,0
Atlanta,5/1/2015 0:00,0.13,0,0.46,0
Jamaica,12/1/2013 0:00,0.14,0.01,0.32,0
Bordeaux,5/1/2014 0:00,0.14,0,0.97,0
Nice,5/1/2014 0:00,0.14,0,0.91,0
Toulon,5/1/2014 0:00,0.14,0,0.91,0
Alicante,6/1/2014 0:00,0.14,0,0.45,0
Bonaire,6/1/2014 0:00,0.14,0.02,0.31,0
Figari,6/1/2014 0:00,0.14,0,0.57,0
Omaha,6/1/2014 0:00,0.14,0,0.6,0
Knoxville,6/1/2014 0:00,0.14,0,0.45,0
"Valencia, VE",6/1/2014 0:00,0.14,0,0.38,0
Bilbao,7/1/2014 0:00,0.14,0,0.7,0
Akron,7/1/2014 0:00,0.14,0,0.45,0
Guayaquil,7/1/2014 0:00,0.14,0,0.69,0
Hamburg,7/1/2014 0:00,0.14,0,0.85,0
Mikonos,7/1/2014 0:00,0.14,0.02,0.32,0
Monroe,7/1/2014 0:00,0.14,0.02,0.31,0
Syracuse,7/1/2014 0:00,0.14,0,0.57,0
Springdale,7/1/2014 0:00,0.14,0.02,0.31,0
Ottawa,7/1/2014 0:00,0.14,0,0.66,0
Grand Rapids,8/1/2014 0:00,0.14,0,0.5,0
Mumbai,9/1/2014 0:00,0.14,0.01,0.32,0
Belo Horizonte,9/1/2014 0:00,0.14,0,0.53,0
Fortaleza,9/1/2014 0:00,0.14,0.02,0.33,0
Heraklion,9/1/2014 0:00,0.14,0,0.36,0
Pittsburgh,9/1/2014 0:00,0.14,0,0.79,0
Mumbai,11/1/2014 0:00,0.14,0.02,0.31,0
Dallas,11/1/2014 0:00,0.14,0,0.98,0
Manaus,11/1/2014 0:00,0.14,0.01,0.32,0
Santiago,4/1/2015 0:00,0.14,0,0.91,0
Guatemala City,5/1/2014 0:00,0.15,0.01,0.37,0
Montpellier,5/1/2014 0:00,0.15,0,0.98,0
Quito,5/1/2014 0:00,0.15,0,0.59,0
Algiers,6/1/2014 0:00,0.15,0,0.51,0
Frankfurt,6/1/2014 0:00,0.15,0,0.99,0
Jackson,6/1/2014 0:00,0.15,0.02,0.35,0
Lima,6/1/2014 0:00,0.15,0,0.97,0
Pau,6/1/2014 0:00,0.15,0,0.9,0
Tegucigalpa,6/1/2014 0:00,0.15,0,0.42,0
Chania,7/1/2014 0:00,0.15,0.01,0.34,0
Lisbon,7/1/2014 0:00,0.15,0,0.59,0
Brest,8/1/2014 0:00,0.15,0,0.81,0
Belo Horizonte,8/1/2014 0:00,0.15,0,0.73,0
Catania,8/1/2014 0:00,0.15,0.01,0.35,0
Guayaquil,8/1/2014 0:00,0.15,0,0.71,0
Kos,8/1/2014 0:00,0.15,0.02,0.34,0
Lisbon,8/1/2014 0:00,0.15,0,0.53,0
"Charleston, SC, US",9/1/2014 0:00,0.15,0.01,0.36,0
Detroit,9/1/2014 0:00,0.15,0,0.79,0
San Diego,9/1/2014 0:00,0.15,0,0.53,0
London,10/1/2014 0:00,0.15,0,1,0
Dzaoudzi,11/1/2014 0:00,0.15,0.02,0.34,0
Santiago,12/1/2014 0:00,0.15,0,0.89,0
Recife,3/1/2015 0:00,0.15,0.01,0.37,0
Miami,12/1/2013 0:00,0.16,0,0.56,0
Saba,12/1/2013 0:00,0.16,0.01,0.38,0
Reunion,1/1/2014 0:00,0.16,0.02,0.35,0
Tampa,3/1/2014 0:00,0.16,0,0.68,0
Calvi,5/1/2014 0:00,0.16,0,0.9,0
Biarritz,6/1/2014 0:00,0.16,0,0.9,0
Ibiza,6/1/2014 0:00,0.16,0,0.65,0
London,6/1/2014 0:00,0.16,0,1,0
Maracaibo,6/1/2014 0:00,0.16,0,0.45,0
Anapa,7/1/2014 0:00,0.16,0.01,0.39,0
Batna,7/1/2014 0:00,0.16,0.03,0.33,0
Basel,7/1/2014 0:00,0.16,0,0.95,0
Savannah,7/1/2014 0:00,0.16,0.01,0.37,0
Strasbourg,7/1/2014 0:00,0.16,0,0.97,0
Amsterdam,8/1/2014 0:00,0.16,0,0.89,0
Barranquilla,8/1/2014 0:00,0.16,0.01,0.38,0
Bejaia,8/1/2014 0:00,0.16,0.01,0.4,0
Naples,8/1/2014 0:00,0.16,0.01,0.38,0
Oran,8/1/2014 0:00,0.16,0.02,0.34,0
Algiers,9/1/2014 0:00,0.16,0,0.44,0
Memphis,9/1/2014 0:00,0.16,0,0.47,0
Tulsa,9/1/2014 0:00,0.16,0,0.41,0
New York,11/1/2014 0:00,0.16,0,0.76,0
New Orleans,11/1/2014 0:00,0.16,0,0.81,0
Montevideo,11/1/2014 0:00,0.16,0,0.65,0
"Cordoba, AR",2/1/2015 0:00,0.16,0,0.41,0
Lima,5/1/2015 0:00,0.16,0,0.88,0
Dominican Rep.,12/1/2013 0:00,0.17,0.01,0.4,0
Paramaribo,3/1/2014 0:00,0.17,0,0.45,0
Mauritius,4/1/2014 0:00,0.17,0.01,0.39,0
Tampa,4/1/2014 0:00,0.17,0,0.51,0
Bastia,5/1/2014 0:00,0.17,0,0.94,0
Bonaire,5/1/2014 0:00,0.17,0.02,0.37,0
Medellin,5/1/2014 0:00,0.17,0,0.48,0
Barcelona,6/1/2014 0:00,0.17,0,0.85,0
Bogota,6/1/2014 0:00,0.17,0,0.96,0
Palma de Mallorca,6/1/2014 0:00,0.17,0,0.63,0
San Pedro Sula,6/1/2014 0:00,0.17,0,0.53,0
Tunis,6/1/2014 0:00,0.17,0,0.59,0
Lima,7/1/2014 0:00,0.17,0,1,0
Knoxville,7/1/2014 0:00,0.17,0,0.44,0
Little Rock,8/1/2014 0:00,0.17,0.02,0.37,0
Providence,8/1/2014 0:00,0.17,0,0.73,0
Tegucigalpa,8/1/2014 0:00,0.17,0,0.46,0
Lima,9/1/2014 0:00,0.17,0,0.95,0
Richmond,9/1/2014 0:00,0.17,0,0.62,0
San Pedro Sula,9/1/2014 0:00,0.17,0,0.51,0
Guayaquil,11/1/2014 0:00,0.17,0,0.82,0
Lima,12/1/2014 0:00,0.17,0,0.91,0
Recife,2/1/2015 0:00,0.17,0.01,0.39,0
Dubai,4/1/2015 0:00,0.17,0.03,0.35,0
St. Eustatius,12/1/2013 0:00,0.18,0.01,0.43,0
"San Jose, CR",3/1/2014 0:00,0.18,0.02,0.41,0
Grenada,4/1/2014 0:00,0.18,0.02,0.4,0
Ajaccio,5/1/2014 0:00,0.18,0,0.95,0
Milan,6/1/2014 0:00,0.18,0,0.99,0
Norfolk,6/1/2014 0:00,0.18,0,0.57,0
Belem,7/1/2014 0:00,0.18,0.01,0.44,0
Cartagena,7/1/2014 0:00,0.18,0.03,0.39,0
Providence,7/1/2014 0:00,0.18,0,0.75,0
Lima,8/1/2014 0:00,0.18,0,1,0
Venice,8/1/2014 0:00,0.18,0,0.8,0
Springdale,8/1/2014 0:00,0.18,0.03,0.37,0
"Birmingham, US",9/1/2014 0:00,0.18,0,0.47,0
Bordeaux,9/1/2014 0:00,0.18,0,0.87,0
Palma de Mallorca,9/1/2014 0:00,0.18,0,0.52,0
Guadalajara,3/1/2015 0:00,0.18,0,0.48,0
Rio de Janeiro,4/1/2015 0:00,0.18,0,0.68,0
"San Jose, CR",4/1/2014 0:00,0.19,0.02,0.43,0
New Orleans,5/1/2014 0:00,0.19,0,0.47,0
Sao Paulo,6/1/2014 0:00,0.19,0,1,0
Heraklion,6/1/2014 0:00,0.19,0,0.53,0
Biskra,7/1/2014 0:00,0.19,0.03,0.4,0
Des Moines,7/1/2014 0:00,0.19,0,0.52,0
Rio de Janeiro,7/1/2014 0:00,0.19,0,0.98,0
Jackson,7/1/2014 0:00,0.19,0.03,0.41,0
Sharm el-Sheikh,7/1/2014 0:00,0.19,0.03,0.4,0
Atlantic City,8/1/2014 0:00,0.19,0,0.56,0
Brussels,8/1/2014 0:00,0.19,0,0.93,0
Cartagena,8/1/2014 0:00,0.19,0.03,0.41,0
Dusseldorf,8/1/2014 0:00,0.19,0,0.92,0
Nantes,8/1/2014 0:00,0.19,0,0.85,0
Tegucigalpa,9/1/2014 0:00,0.19,0,0.49,0
Toulon,9/1/2014 0:00,0.19,0,0.76,0
"Distrito Federal, BR",10/1/2014 0:00,0.19,0.02,0.42,0
Santiago,3/1/2015 0:00,0.19,0,0.92,0
Dallas,4/1/2015 0:00,0.19,0,0.78,0
Curacao,12/1/2013 0:00,0.2,0.02,0.45,0
Fort Lauderdale,1/1/2014 0:00,0.2,0,0.8,0
"Valencia, VE",3/1/2014 0:00,0.2,0.02,0.44,0
Marseille,5/1/2014 0:00,0.2,0,0.99,0
Myrtle Beach,6/1/2014 0:00,0.2,0.01,0.45,0
Pensacola,6/1/2014 0:00,0.2,0.02,0.43,0
Tulsa,6/1/2014 0:00,0.2,0.02,0.44,0
Bodrum,7/1/2014 0:00,0.2,0.02,0.42,0
El Paso,7/1/2014 0:00,0.2,0.01,0.46,0
Lexington,7/1/2014 0:00,0.2,0,0.52,0
Tegucigalpa,7/1/2014 0:00,0.2,0,0.56,0
Dayton,8/1/2014 0:00,0.2,0,0.56,0
Wichita,8/1/2014 0:00,0.2,0.03,0.43,0
Setif,8/1/2014 0:00,0.2,0.03,0.41,0
San Francisco,9/1/2014 0:00,0.2,0,0.86,0
Saba,5/1/2015 0:00,0.2,0.03,0.44,0
Aruba,5/1/2014 0:00,0.21,0.02,0.45,0
Guadalajara,7/1/2014 0:00,0.21,0.01,0.51,0
Santorini,7/1/2014 0:00,0.21,0.03,0.45,0
Kos,7/1/2014 0:00,0.21,0.03,0.45,0
Rio de Janeiro,8/1/2014 0:00,0.21,0,0.93,0
Pau,8/1/2014 0:00,0.21,0,0.78,0
"Rochester, NY, US",8/1/2014 0:00,0.21,0,0.7,0
Amsterdam,9/1/2014 0:00,0.21,0,1,0
"Distrito Federal, BR",12/1/2014 0:00,0.21,0,0.53,0
Lima,1/1/2015 0:00,0.21,0,0.96,0
Santiago,2/1/2015 0:00,0.21,0,0.91,0
Guadalajara,5/1/2015 0:00,0.21,0.02,0.46,0
Monterrey,5/1/2015 0:00,0.21,0,0.58,0
Dzaoudzi,6/1/2014 0:00,0.22,0.02,0.47,0
Pittsburgh,6/1/2014 0:00,0.22,0,0.88,0
Saba,6/1/2014 0:00,0.22,0.03,0.47,0
Toulouse,6/1/2014 0:00,0.22,0,0.95,0
Brest,7/1/2014 0:00,0.22,0,0.99,0
Bogota,7/1/2014 0:00,0.22,0,1,0
Brussels,7/1/2014 0:00,0.22,0,0.97,0
Dusseldorf,7/1/2014 0:00,0.22,0,0.97,0
Grand Rapids,7/1/2014 0:00,0.22,0,0.65,0
Milwaukee,7/1/2014 0:00,0.22,0,0.63,0
Tel Aviv,7/1/2014 0:00,0.22,0.01,0.53,0
Belem,8/1/2014 0:00,0.22,0.01,0.5,0
Bogota,8/1/2014 0:00,0.22,0,0.99,0
Calvi,9/1/2014 0:00,0.22,0,0.75,0
Los Angeles,10/1/2014 0:00,0.22,0,0.95,0
Guadalajara,12/1/2014 0:00,0.22,0,0.57,0
Lima,2/1/2015 0:00,0.22,0,0.95,0
Dallas,5/1/2015 0:00,0.22,0,0.58,0
Caracas,2/1/2014 0:00,0.23,0.03,0.49,0
