location,month,pLocalTransmissionAve,pLocalTransmissionMin,pLocalTransmissionMax,localcases
Buffalo,5/1/2015 0:00,0,0,0.01,0
Akron,5/1/2015 0:00,0,0,0,0
Clermont-Ferrand,5/1/2015 0:00,0,0,0.01,0
Chania,5/1/2015 0:00,0,0,0,0
Cleveland,5/1/2015 0:00,0,0,0.02,0
Calvi,5/1/2015 0:00,0,0,0.03,0
"Columbus, OH, US",5/1/2015 0:00,0,0,0.03,0
"Cordoba, AR",5/1/2015 0:00,0,0,0.06,0
Catania,5/1/2015 0:00,0,0,0.02,0
Cincinnati,5/1/2015 0:00,0,0,0.03,0
Constantine,5/1/2015 0:00,0,0,0,0
Dayton,5/1/2015 0:00,0,0,0.01,0
Denver,5/1/2015 0:00,0,0,0,0
Djerba,5/1/2015 0:00,0,0,0,0
Des Moines,5/1/2015 0:00,0,0,0.01,0
Detroit,5/1/2015 0:00,0,0,0.05,0
Dusseldorf,5/1/2015 0:00,0,0,0.03,0
Dzaoudzi,5/1/2015 0:00,0,0,0,0
El Paso,5/1/2015 0:00,0,0,0.02,0
Figari,5/1/2015 0:00,0,0,0,0
Grand Rapids,5/1/2015 0:00,0,0,0,0
Greensboro,5/1/2015 0:00,0,0,0.03,0
"Greenville, SC, US",5/1/2015 0:00,0,0,0.02,0
Geneva,5/1/2015 0:00,0,0,0.03,0
Hamburg,5/1/2015 0:00,0,0,0.01,0
Heraklion,5/1/2015 0:00,0,0,0,0
Huntsville,5/1/2015 0:00,0,0,0.01,0
Ibiza,5/1/2015 0:00,0,0,0.01,0
Wichita,5/1/2015 0:00,0,0,0.01,0
Kiev,5/1/2015 0:00,0,0,0.01,0
Indianapolis,5/1/2015 0:00,0,0,0.04,0
Jackson,5/1/2015 0:00,0,0,0.01,0
Mikonos,5/1/2015 0:00,0,0,0,0
Santorini,5/1/2015 0:00,0,0,0,0
Kos,5/1/2015 0:00,0,0,0,0
Krasnodar,5/1/2015 0:00,0,0,0,0
Lubbock,5/1/2015 0:00,0,0,0,0
Lourdes,5/1/2015 0:00,0,0,0,0
Lexington,5/1/2015 0:00,0,0,0.01,0
Lyon,5/1/2015 0:00,0,0,0.06,0
Odessa,5/1/2015 0:00,0,0,0.01,0
Kansas City,5/1/2015 0:00,0,0,0.03,0
Monastir,5/1/2015 0:00,0,0,0,0
Milwaukee,5/1/2015 0:00,0,0,0.01,0
Monroe,5/1/2015 0:00,0,0,0,0
Montpellier,5/1/2015 0:00,0,0,0.03,0
Marseille,5/1/2015 0:00,0,0,0.04,0
Mauritius,5/1/2015 0:00,0,0,0,0
Minneapolis,5/1/2015 0:00,0,0,0.03,0
Naples,5/1/2015 0:00,0,0,0.02,0
Nantes,5/1/2015 0:00,0,0,0.02,0
Omaha,5/1/2015 0:00,0,0,0.01,0
Norfolk,5/1/2015 0:00,0,0,0.03,0
Oran,5/1/2015 0:00,0,0,0,0
Paphos,5/1/2015 0:00,0,0,0,0
Perpignan,5/1/2015 0:00,0,0,0,0
Pittsburgh,5/1/2015 0:00,0,0,0.04,0
Palma de Mallorca,5/1/2015 0:00,0,0,0.03,0
Palermo,5/1/2015 0:00,0,0,0.01,0
Pau,5/1/2015 0:00,0,0,0.01,0
Providence,5/1/2015 0:00,0,0,0,0
Setif,5/1/2015 0:00,0,0,0,0
Richmond,5/1/2015 0:00,0,0,0.05,0
"Rochester, NY, US",5/1/2015 0:00,0,0,0.01,0
Reunion,5/1/2015 0:00,0,0,0.01,0
Savannah,5/1/2015 0:00,0,0,0.02,0
Louisville,5/1/2015 0:00,0,0,0.03,0
Seattle,5/1/2015 0:00,0,0,0.01,0
Salt Lake City,5/1/2015 0:00,0,0,0.01,0
Sharm el-Sheikh,5/1/2015 0:00,0,0,0,0
Lamezia Terme,5/1/2015 0:00,0,0,0,0
Strasbourg,5/1/2015 0:00,0,0,0,0
Syracuse,5/1/2015 0:00,0,0,0.01,0
Toulon,5/1/2015 0:00,0,0,0.03,0
Toulouse,5/1/2015 0:00,0,0,0.03,0
Venice,5/1/2015 0:00,0,0,0.02,0
Tunis,5/1/2015 0:00,0,0,0.01,0
Knoxville,5/1/2015 0:00,0,0,0.02,0
Valencia,5/1/2015 0:00,0,0,0.04,0
Springdale,5/1/2015 0:00,0,0,0.01,0
Ottawa,5/1/2015 0:00,0,0,0.01,0
Quebec City,5/1/2015 0:00,0,0,0,0
Montreal,5/1/2015 0:00,0,0,0.02,0
Zakinthos,5/1/2015 0:00,0,0,0,0
Nassau,12/1/2013 0:00,0.01,0,0.02,0
Mumbai,12/1/2013 0:00,0.01,0,0.02,0
Cayenne,12/1/2013 0:00,0.01,0,0.02,0
St. Vincent & Grenadines,12/1/2013 0:00,0.01,0,0.02,0
Cuba,12/1/2013 0:00,0.01,0,0.03,0
Orlando,12/1/2013 0:00,0.01,0,0.09,0
Manila,12/1/2013 0:00,0.01,0,0.01,0
Paramaribo,12/1/2013 0:00,0.01,0,0.03,0
"San Jose, CR",12/1/2013 0:00,0.01,0,0.02,0
St. Lucia,12/1/2013 0:00,0.01,0,0.04,0
Tampa,12/1/2013 0:00,0.01,0,0.05,0
Barranquilla,1/1/2014 0:00,0.01,0,0.02,0
Bordeaux,1/1/2014 0:00,0.01,0,0.03,0
Bogota,1/1/2014 0:00,0.01,0,0.11,0
Belo Horizonte,1/1/2014 0:00,0.01,0,0.07,0
Turks & Caicos,1/1/2014 0:00,0.01,0,0.03,0
Guatemala City,1/1/2014 0:00,0.01,0,0.03,0
Los Angeles,1/1/2014 0:00,0.01,0,0.17,0
Maracaibo,1/1/2014 0:00,0.01,0,0.04,0
Marseille,1/1/2014 0:00,0.01,0,0.03,0
Mauritius,1/1/2014 0:00,0.01,0,0.03,0
San Pedro Sula,1/1/2014 0:00,0.01,0,0.06,0
Santiago,1/1/2014 0:00,0.01,0,0.05,0
Quito,1/1/2014 0:00,0.01,0,0.04,0
Ajaccio,2/1/2014 0:00,0.01,0,0.04,0
Atlanta,2/1/2014 0:00,0.01,0,0.02,0
Phoenix,2/1/2014 0:00,0.01,0,0.1,0
Brest,2/1/2014 0:00,0.01,0,0.04,0
Bangkok,2/1/2014 0:00,0.01,0,0.03,0
Bordeaux,2/1/2014 0:00,0.01,0,0.03,0
Bogota,2/1/2014 0:00,0.01,0,0.08,0
Belo Horizonte,2/1/2014 0:00,0.01,0,0.03,0
Cartagena,2/1/2014 0:00,0.01,0,0.02,0
Dubai,2/1/2014 0:00,0.01,0,0.03,0
Turks & Caicos,2/1/2014 0:00,0.01,0,0.02,0
Grenada,2/1/2014 0:00,0.01,0,0.04,0
Houston,2/1/2014 0:00,0.01,0,0.14,0
Los Angeles,2/1/2014 0:00,0.01,0,0.09,0
Marseille,2/1/2014 0:00,0.01,0,0.04,0
Mauritius,2/1/2014 0:00,0.01,0,0.02,0
New Orleans,2/1/2014 0:00,0.01,0,0.09,0
Nantes,2/1/2014 0:00,0.01,0,0.01,0
Recife,2/1/2014 0:00,0.01,0,0.01,0
San Pedro Sula,2/1/2014 0:00,0.01,0,0.04,0
Santiago,2/1/2014 0:00,0.01,0,0.07,0
Ajaccio,3/1/2014 0:00,0.01,0,0.14,0
Algiers,3/1/2014 0:00,0.01,0,0.13,0
Amsterdam,3/1/2014 0:00,0.01,0,0,0
Belem,3/1/2014 0:00,0.01,0,0.02,0
Brest,3/1/2014 0:00,0.01,0,0.05,0
Bastia,3/1/2014 0:00,0.01,0,0.13,0
"Distrito Federal, BR",3/1/2014 0:00,0.01,0,0.04,0
"Charleston, SC, US",3/1/2014 0:00,0.01,0,0.13,0
Charlotte,3/1/2014 0:00,0.01,0,0.05,0
New York,3/1/2014 0:00,0.01,0,0,0
Rome,3/1/2014 0:00,0.01,0,0.06,0
Figari,3/1/2014 0:00,0.01,0,0.06,0
Hong Kong,3/1/2014 0:00,0.01,0,0.1,0
London,3/1/2014 0:00,0.01,0,0,0
Lima,3/1/2014 0:00,0.01,0,0.05,0
Lisbon,3/1/2014 0:00,0.01,0,0.07,0
Lyon,3/1/2014 0:00,0.01,0,0,0
Mexico City,3/1/2014 0:00,0.01,0,0.12,0
Merida,3/1/2014 0:00,0.01,0,0.02,0
Montpellier,3/1/2014 0:00,0.01,0,0.07,0
Myrtle Beach,3/1/2014 0:00,0.01,0,0.08,0
Nantes,3/1/2014 0:00,0.01,0,0.08,0
Perpignan,3/1/2014 0:00,0.01,0,0.02,0
Pensacola,3/1/2014 0:00,0.01,0,0.07,0
San Diego,3/1/2014 0:00,0.01,0,0.1,0
"San Antonio, US",3/1/2014 0:00,0.01,0,0.09,0
Savannah,3/1/2014 0:00,0.01,0,0.07,0
Santiago,3/1/2014 0:00,0.01,0,0.11,0
San Francisco,3/1/2014 0:00,0.01,0,0.1,0
Tallahassee,3/1/2014 0:00,0.01,0,0.05,0
Toulon,3/1/2014 0:00,0.01,0,0.08,0
Toulouse,3/1/2014 0:00,0.01,0,0.01,0
Barranquilla,4/1/2014 0:00,0.01,0,0.02,0
Barcelona,4/1/2014 0:00,0.01,0,0.06,0
Belem,4/1/2014 0:00,0.01,0,0.02,0
Brest,4/1/2014 0:00,0.01,0,0.16,0
"Birmingham, US",4/1/2014 0:00,0.01,0,0.07,0
Biarritz,4/1/2014 0:00,0.01,0,0.03,0
Bangkok,4/1/2014 0:00,0.01,0,0.03,0
Clermont-Ferrand,4/1/2014 0:00,0.01,0,0.04,0
"Charleston, SC, US",4/1/2014 0:00,0.01,0,0.07,0
Cali,4/1/2014 0:00,0.01,0,0.03,0
Cayman Islands,4/1/2014 0:00,0.01,0,0.03,0
Washington DC,4/1/2014 0:00,0.01,0,0.09,0
Rome,4/1/2014 0:00,0.01,0,0.19,0
Guadalajara,4/1/2014 0:00,0.01,0,0.02,0
Lisbon,4/1/2014 0:00,0.01,0,0.16,0
Manaus,4/1/2014 0:00,0.01,0,0.01,0
Chicago,4/1/2014 0:00,0.01,0,0.02,0
Manila,4/1/2014 0:00,0.01,0,0.04,0
Myrtle Beach,4/1/2014 0:00,0.01,0,0.07,0
Oran,4/1/2014 0:00,0.01,0,0.07,0
Philadelphia,4/1/2014 0:00,0.01,0,0.07,0
Palma de Mallorca,4/1/2014 0:00,0.01,0,0.09,0
Palermo,4/1/2014 0:00,0.01,0,0.09,0
Pensacola,4/1/2014 0:00,0.01,0,0.07,0
Porto Alegre,4/1/2014 0:00,0.01,0,0.09,0
Pau,4/1/2014 0:00,0.01,0,0.03,0
Setif,4/1/2014 0:00,0.01,0,0.06,0
Raleigh,4/1/2014 0:00,0.01,0,0.15,0
Recife,4/1/2014 0:00,0.01,0,0.02,0
"San Antonio, US",4/1/2014 0:00,0.01,0,0.06,0
San Francisco,4/1/2014 0:00,0.01,0,0.09,0
Salvador,4/1/2014 0:00,0.01,0,0.02,0
St. Louis,4/1/2014 0:00,0.01,0,0.1,0
Tegucigalpa,4/1/2014 0:00,0.01,0,0.02,0
Tallahassee,4/1/2014 0:00,0.01,0,0.03,0
Toulouse,4/1/2014 0:00,0.01,0,0.09,0
Tunis,4/1/2014 0:00,0.01,0,0.16,0
Toronto,4/1/2014 0:00,0.01,0,0.02,0
Amsterdam,5/1/2014 0:00,0.01,0,0.08,0
Athens,5/1/2014 0:00,0.01,0,0.03,0
Antalya,5/1/2014 0:00,0.01,0,0.1,0
Hartford,5/1/2014 0:00,0.01,0,0.11,0
Beirut,5/1/2014 0:00,0.01,0,0.04,0
Bodrum,5/1/2014 0:00,0.01,0,0.05,0
Batna,5/1/2014 0:00,0.01,0,0.04,0
Mumbai,5/1/2014 0:00,0.01,0,0.02,0
Biskra,5/1/2014 0:00,0.01,0,0.04,0
Buffalo,5/1/2014 0:00,0.01,0,0.11,0
Belize,5/1/2014 0:00,0.01,0,0.02,0
Cincinnati,5/1/2014 0:00,0.01,0,0.14,0
Dayton,5/1/2014 0:00,0.01,0,0.07,0
Des Moines,5/1/2014 0:00,0.01,0,0.07,0
Dubai,5/1/2014 0:00,0.01,0,0.02,0
El Paso,5/1/2014 0:00,0.01,0,0.05,0
Grand Rapids,5/1/2014 0:00,0.01,0,0.08,0
Greensboro,5/1/2014 0:00,0.01,0,0.08,0
Geneva,5/1/2014 0:00,0.01,0,0.09,0
Goiania,5/1/2014 0:00,0.01,0,0.04,0
Hamburg,5/1/2014 0:00,0.01,0,0.09,0
Huntsville,5/1/2014 0:00,0.01,0,0.03,0
Wichita,5/1/2014 0:00,0.01,0,0.08,0
Kiev,5/1/2014 0:00,0.01,0,0.13,0
Kos,5/1/2014 0:00,0.01,0,0.07,0
Las Vegas,5/1/2014 0:00,0.01,0,0.09,0
Lubbock,5/1/2014 0:00,0.01,0,0.02,0
Lisbon,5/1/2014 0:00,0.01,0,0.08,0
Odessa,5/1/2014 0:00,0.01,0,0.02,0
Milwaukee,5/1/2014 0:00,0.01,0,0.14,0
Minneapolis,5/1/2014 0:00,0.01,0,0.15,0
Naples,5/1/2014 0:00,0.01,0,0.06,0
Omaha,5/1/2014 0:00,0.01,0,0.1,0
Perpignan,5/1/2014 0:00,0.01,0,0.13,0
Recife,5/1/2014 0:00,0.01,0,0.04,0
Strasbourg,5/1/2014 0:00,0.01,0,0.14,0
Tel Aviv,5/1/2014 0:00,0.01,0,0.05,0
Venice,5/1/2014 0:00,0.01,0,0.16,0
Knoxville,5/1/2014 0:00,0.01,0,0.07,0
Valencia,5/1/2014 0:00,0.01,0,0.1,0
Springdale,5/1/2014 0:00,0.01,0,0.06,0
Zakinthos,5/1/2014 0:00,0.01,0,0.03,0
Bangkok,6/1/2014 0:00,0.01,0,0.02,0
Mumbai,6/1/2014 0:00,0.01,0,0.03,0
Manila,6/1/2014 0:00,0.01,0,0.03,0
Montevideo,6/1/2014 0:00,0.01,0,0.07,0
Villahermosa,6/1/2014 0:00,0.01,0,0.04,0
Buenos Aires,7/1/2014 0:00,0.01,0,0.06,0
Montserrat,7/1/2014 0:00,0.01,0,0.01,0
Montevideo,7/1/2014 0:00,0.01,0,0.07,0
Oran,7/1/2014 0:00,0.01,0,0.01,0
Bangkok,8/1/2014 0:00,0.01,0,0.03,0
Montevideo,8/1/2014 0:00,0.01,0,0.12,0
Anapa,9/1/2014 0:00,0.01,0,0.06,0
Bilbao,9/1/2014 0:00,0.01,0,0.14,0
Bodrum,9/1/2014 0:00,0.01,0,0.04,0
Basel,9/1/2014 0:00,0.01,0,0.15,0
Geneva,9/1/2014 0:00,0.01,0,0.09,0
Kiev,9/1/2014 0:00,0.01,0,0.14,0
Mikonos,9/1/2014 0:00,0.01,0,0.05,0
Lourdes,9/1/2014 0:00,0.01,0,0.07,0
Merida,9/1/2014 0:00,0.01,0,0.03,0
Monroe,9/1/2014 0:00,0.01,0,0.03,0
Montevideo,9/1/2014 0:00,0.01,0,0.13,0
Lamezia Terme,9/1/2014 0:00,0.01,0,0.03,0
Strasbourg,9/1/2014 0:00,0.01,0,0.13,0
Villahermosa,9/1/2014 0:00,0.01,0,0.03,0
Ottawa,9/1/2014 0:00,0.01,0,0.12,0
Annaba,10/1/2014 0:00,0.01,0,0.05,0
Alicante,10/1/2014 0:00,0.01,0,0.11,0
Barcelona,10/1/2014 0:00,0.01,0,0.18,0
Hartford,10/1/2014 0:00,0.01,0,0.1,0
Milan,10/1/2014 0:00,0.01,0,0.05,0
Bangkok,10/1/2014 0:00,0.01,0,0.02,0
Clermont-Ferrand,10/1/2014 0:00,0.01,0,0.08,0
"Columbus, OH, US",10/1/2014 0:00,0.01,0,0.08,0
Catania,10/1/2014 0:00,0.01,0,0.03,0
Cincinnati,10/1/2014 0:00,0.01,0,0.06,0
Constantine,10/1/2014 0:00,0.01,0,0.08,0
Detroit,10/1/2014 0:00,0.01,0,0.08,0
El Paso,10/1/2014 0:00,0.01,0,0.08,0
Figari,10/1/2014 0:00,0.01,0,0.07,0
Greensboro,10/1/2014 0:00,0.01,0,0.07,0
Goiania,10/1/2014 0:00,0.01,0,0.04,0
Ibiza,10/1/2014 0:00,0.01,0,0.06,0
Indianapolis,10/1/2014 0:00,0.01,0,0.13,0
Las Vegas,10/1/2014 0:00,0.01,0,0.09,0
Little Rock,10/1/2014 0:00,0.01,0,0.07,0
Kansas City,10/1/2014 0:00,0.01,0,0.1,0
Memphis,10/1/2014 0:00,0.01,0,0.12,0
Monastir,10/1/2014 0:00,0.01,0,0.04,0
Montevideo,10/1/2014 0:00,0.01,0,0.08,0
Naples,10/1/2014 0:00,0.01,0,0.04,0
Oklahoma City,10/1/2014 0:00,0.01,0,0.11,0
Norfolk,10/1/2014 0:00,0.01,0,0.13,0
Perpignan,10/1/2014 0:00,0.01,0,0.06,0
Pittsburgh,10/1/2014 0:00,0.01,0,0.05,0
Palma de Mallorca,10/1/2014 0:00,0.01,0,0.06,0
Palermo,10/1/2014 0:00,0.01,0,0.02,0
Porto Alegre,10/1/2014 0:00,0.01,0,0.09,0
Pau,10/1/2014 0:00,0.01,0,0.17,0
Richmond,10/1/2014 0:00,0.01,0,0.14,0
Savannah,10/1/2014 0:00,0.01,0,0.09,0
Santiago,10/1/2014 0:00,0.01,0,0.15,0
Louisville,10/1/2014 0:00,0.01,0,0.1,0
Venice,10/1/2014 0:00,0.01,0,0.05,0
Tulsa,10/1/2014 0:00,0.01,0,0.11,0
Villahermosa,10/1/2014 0:00,0.01,0,0.03,0
Alicante,11/1/2014 0:00,0.01,0,0.17,0
Athens,11/1/2014 0:00,0.01,0,0.08,0
Barcelona,11/1/2014 0:00,0.01,0,0.01,0
Beirut,11/1/2014 0:00,0.01,0,0.08,0
"Birmingham, US",11/1/2014 0:00,0.01,0,0.12,0
Nashville,11/1/2014 0:00,0.01,0,0.07,0
Boston,11/1/2014 0:00,0.01,0,0,0
Baltimore,11/1/2014 0:00,0.01,0,0,0
Catania,11/1/2014 0:00,0.01,0,0.05,0
Djerba,11/1/2014 0:00,0.01,0,0.11,0
Dusseldorf,11/1/2014 0:00,0.01,0,0,0
Greensboro,11/1/2014 0:00,0.01,0,0.05,0
Lyon,11/1/2014 0:00,0.01,0,0,0
Madrid,11/1/2014 0:00,0.01,0,0,0
Chicago,11/1/2014 0:00,0.01,0,0,0
Monastir,11/1/2014 0:00,0.01,0,0.05,0
Monterrey,11/1/2014 0:00,0.01,0,0.17,0
Naples,11/1/2014 0:00,0.01,0,0.09,0
Nantes,11/1/2014 0:00,0.01,0,0.15,0
Oran,11/1/2014 0:00,0.01,0,0.1,0
Philadelphia,11/1/2014 0:00,0.01,0,0,0
St. Louis,11/1/2014 0:00,0.01,0,0.01,0
Toulouse,11/1/2014 0:00,0.01,0,0.01,0
Toronto,11/1/2014 0:00,0.01,0,0,0
Atlanta,12/1/2014 0:00,0.01,0,0.02,0
"Charleston, SC, US",12/1/2014 0:00,0.01,0,0.11,0
Dzaoudzi,12/1/2014 0:00,0.01,0,0.03,0
Rome,12/1/2014 0:00,0.01,0,0.09,0
Hong Kong,12/1/2014 0:00,0.01,0,0.09,0
Marseille,12/1/2014 0:00,0.01,0,0.09,0
Monterrey,12/1/2014 0:00,0.01,0,0.06,0
Nice,12/1/2014 0:00,0.01,0,0.04,0
Palma de Mallorca,12/1/2014 0:00,0.01,0,0.07,0
San Diego,12/1/2014 0:00,0.01,0,0.17,0
Tel Aviv,12/1/2014 0:00,0.01,0,0.11,0
Phoenix,1/1/2015 0:00,0.01,0,0.07,0
Mumbai,1/1/2015 0:00,0.01,0,0.02,0
Paris,1/1/2015 0:00,0.01,0,0,0
Dallas,1/1/2015 0:00,0.01,0,0,0
Dzaoudzi,1/1/2015 0:00,0.01,0,0.01,0
New York,1/1/2015 0:00,0.01,0,0,0
Rome,1/1/2015 0:00,0.01,0,0.05,0
Merida,1/1/2015 0:00,0.01,0,0.04,0
Marseille,1/1/2015 0:00,0.01,0,0.02,0
New Orleans,1/1/2015 0:00,0.01,0,0.09,0
San Francisco,1/1/2015 0:00,0.01,0,0.09,0
Tel Aviv,1/1/2015 0:00,0.01,0,0.08,0
Austin,2/1/2015 0:00,0.01,0,0.06,0
Bordeaux,2/1/2015 0:00,0.01,0,0.02,0
"Charleston, SC, US",2/1/2015 0:00,0.01,0,0.07,0
New York,2/1/2015 0:00,0.01,0,0,0
London,2/1/2015 0:00,0.01,0,0,0
New Orleans,2/1/2015 0:00,0.01,0,0.18,0
Monterrey,2/1/2015 0:00,0.01,0,0.09,0
San Diego,2/1/2015 0:00,0.01,0,0.11,0
"San Antonio, US",2/1/2015 0:00,0.01,0,0.09,0
San Francisco,2/1/2015 0:00,0.01,0,0.11,0
Tel Aviv,2/1/2015 0:00,0.01,0,0.06,0
"Birmingham, US",3/1/2015 0:00,0.01,0,0.09,0
Nashville,3/1/2015 0:00,0.01,0,0.08,0
Bordeaux,3/1/2015 0:00,0.01,0,0.04,0
Mumbai,3/1/2015 0:00,0.01,0,0.02,0
Charlotte,3/1/2015 0:00,0.01,0,0.02,0
Washington DC,3/1/2015 0:00,0.01,0,0,0
Rome,3/1/2015 0:00,0.01,0,0.1,0
Hong Kong,3/1/2015 0:00,0.01,0,0.09,0
Jackson,3/1/2015 0:00,0.01,0,0.08,0
London,3/1/2015 0:00,0.01,0,0,0
Lisbon,3/1/2015 0:00,0.01,0,0.06,0
Madrid,3/1/2015 0:00,0.01,0,0,0
Manila,3/1/2015 0:00,0.01,0,0.03,0
Mauritius,3/1/2015 0:00,0.01,0,0.01,0
Raleigh,3/1/2015 0:00,0.01,0,0.07,0
San Diego,3/1/2015 0:00,0.01,0,0.15,0
Tel Aviv,3/1/2015 0:00,0.01,0,0.1,0
Alicante,4/1/2015 0:00,0.01,0,0.1,0
Barcelona,4/1/2015 0:00,0.01,0,0.07,0
Nashville,4/1/2015 0:00,0.01,0,0.08,0
"Charleston, SC, US",4/1/2015 0:00,0.01,0,0.05,0
Charlotte,4/1/2015 0:00,0.01,0,0.16,0
Istanbul,4/1/2015 0:00,0.01,0,0.08,0
London,4/1/2015 0:00,0.01,0,0.04,0
Lisbon,4/1/2015 0:00,0.01,0,0.06,0
Chicago,4/1/2015 0:00,0.01,0,0.03,0
Memphis,4/1/2015 0:00,0.01,0,0.05,0
Myrtle Beach,4/1/2015 0:00,0.01,0,0.08,0
Reunion,4/1/2015 0:00,0.01,0,0.03,0
San Diego,4/1/2015 0:00,0.01,0,0.08,0
Tel Aviv,4/1/2015 0:00,0.01,0,0.11,0
Tulsa,4/1/2015 0:00,0.01,0,0.05,0
Malaga,5/1/2015 0:00,0.01,0,0.04,0
Alicante,5/1/2015 0:00,0.01,0,0.12,0
Athens,5/1/2015 0:00,0.01,0,0.04,0
Berlin,5/1/2015 0:00,0.01,0,0.09,0
Milan,5/1/2015 0:00,0.01,0,0.09,0
"Birmingham, US",5/1/2015 0:00,0.01,0,0.04,0
Bangkok,5/1/2015 0:00,0.01,0,0.02,0
Nashville,5/1/2015 0:00,0.01,0,0.07,0
Mumbai,5/1/2015 0:00,0.01,0,0.02,0
Boston,5/1/2015 0:00,0.01,0,0.08,0
Brussels,5/1/2015 0:00,0.01,0,0.06,0
Baltimore,5/1/2015 0:00,0.01,0,0.09,0
"Charleston, SC, US",5/1/2015 0:00,0.01,0,0.05,0
Moscow,5/1/2015 0:00,0.01,0,0.07,0
Frankfurt,5/1/2015 0:00,0.01,0,0.11,0
Tokyo,5/1/2015 0:00,0.01,0,0.07,0
Las Vegas,5/1/2015 0:00,0.01,0,0.08,0
London,5/1/2015 0:00,0.01,0,0.14,0
Lisbon,5/1/2015 0:00,0.01,0,0.08,0
Little Rock,5/1/2015 0:00,0.01,0,0.03,0
Memphis,5/1/2015 0:00,0.01,0,0.03,0
Manila,5/1/2015 0:00,0.01,0,0.02,0
Montevideo,5/1/2015 0:00,0.01,0,0.1,0
Nice,5/1/2015 0:00,0.01,0,0.06,0
Oklahoma City,5/1/2015 0:00,0.01,0,0.03,0
Philadelphia,5/1/2015 0:00,0.01,0,0.11,0
Porto Alegre,5/1/2015 0:00,0.01,0,0.06,0
San Diego,5/1/2015 0:00,0.01,0,0.07,0
San Francisco,5/1/2015 0:00,0.01,0,0.15,0
St. Louis,5/1/2015 0:00,0.01,0,0.07,0
Tel Aviv,5/1/2015 0:00,0.01,0,0.09,0
Tulsa,5/1/2015 0:00,0.01,0,0.03,0
Toronto,5/1/2015 0:00,0.01,0,0.14,0
Caracas,12/1/2013 0:00,0.02,0,0.06,0
Georgetown,12/1/2013 0:00,0.02,0,0.05,0
"Distrito Federal, BR",1/1/2014 0:00,0.02,0,0.08,0
Paris,1/1/2014 0:00,0.02,0,0,0
Cali,1/1/2014 0:00,0.02,0,0.1,0
Cayman Islands,1/1/2014 0:00,0.02,0,0.05,0
San Salvador,1/1/2014 0:00,0.02,0,0.04,0
Cali,2/1/2014 0:00,0.02,0,0.09,0
"Cordoba, AR",2/1/2014 0:00,0.02,0,0.06,0
Cancun,2/1/2014 0:00,0.02,0,0.05,0
Managua,2/1/2014 0:00,0.02,0,0.07,0
San Salvador,2/1/2014 0:00,0.02,0,0.06,0
Austin,3/1/2014 0:00,0.02,0,0.18,0
Bordeaux,3/1/2014 0:00,0.02,0,0.22,0
Bogota,3/1/2014 0:00,0.02,0,0.16,0
Belo Horizonte,3/1/2014 0:00,0.02,0,0.1,0
"Jacksonville, FL, US",3/1/2014 0:00,0.02,0,0.2,0
Los Angeles,3/1/2014 0:00,0.02,0,0.31,0
Mauritius,3/1/2014 0:00,0.02,0,0.04,0
New Orleans,3/1/2014 0:00,0.02,0,0.24,0
Nice,3/1/2014 0:00,0.02,0,0.19,0
Porto Alegre,3/1/2014 0:00,0.02,0,0.09,0
San Pedro Sula,3/1/2014 0:00,0.02,0,0.07,0
Austin,4/1/2014 0:00,0.02,0,0.09,0
Belo Horizonte,4/1/2014 0:00,0.02,0,0.11,0
"Cordoba, AR",4/1/2014 0:00,0.02,0,0.13,0
Cartagena,4/1/2014 0:00,0.02,0,0.04,0
Dubai,4/1/2014 0:00,0.02,0,0.04,0
Guayaquil,4/1/2014 0:00,0.02,0,0.08,0
"Jacksonville, FL, US",4/1/2014 0:00,0.02,0,0.12,0
London,4/1/2014 0:00,0.02,0,0.08,0
Lyon,4/1/2014 0:00,0.02,0,0.11,0
Nantes,4/1/2014 0:00,0.02,0,0.21,0
San Pedro Sula,4/1/2014 0:00,0.02,0,0.06,0
Santiago,4/1/2014 0:00,0.02,0,0.23,0
Buenos Aires,5/1/2014 0:00,0.02,0,0.36,0
Berlin,5/1/2014 0:00,0.02,0,0.24,0
Milan,5/1/2014 0:00,0.02,0,0.33,0
Bejaia,5/1/2014 0:00,0.02,0,0.13,0
Brussels,5/1/2014 0:00,0.02,0,0.29,0
Basel,5/1/2014 0:00,0.02,0,0.13,0
Cleveland,5/1/2014 0:00,0.02,0,0.23,0
"Columbus, OH, US",5/1/2014 0:00,0.02,0,0.21,0
"Cordoba, AR",5/1/2014 0:00,0.02,0,0.22,0
Cayman Islands,5/1/2014 0:00,0.02,0,0.05,0
Dusseldorf,5/1/2014 0:00,0.02,0,0.24,0
Hong Kong,5/1/2014 0:00,0.02,0,0.07,0
Ibiza,5/1/2014 0:00,0.02,0,0.22,0
Jackson,5/1/2014 0:00,0.02,0,0.07,0
Little Rock,5/1/2014 0:00,0.02,0,0.1,0
Manaus,5/1/2014 0:00,0.02,0,0.05,0
Kansas City,5/1/2014 0:00,0.02,0,0.19,0
Norfolk,5/1/2014 0:00,0.02,0,0.17,0
Pittsburgh,5/1/2014 0:00,0.02,0,0.28,0
Porto Alegre,5/1/2014 0:00,0.02,0,0.18,0
San Diego,5/1/2014 0:00,0.02,0,0.15,0
Savannah,5/1/2014 0:00,0.02,0,0.09,0
Louisville,5/1/2014 0:00,0.02,0,0.12,0
San Francisco,5/1/2014 0:00,0.02,0,0.21,0
Tallahassee,5/1/2014 0:00,0.02,0,0.07,0
